Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,There is a distinct lack of communication from Sr leadership on key strategies and goals - specifically around the process for decision making,1,0,0,0,0,0,6,Engagement,Strategy
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,I think efforts have been made to be communicate the strategy to the company but is lacking in implementation strategy,1,0,0,0,0,0,9,Engagement,Strategy
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,The bonus system looks to be quite underwhelming compared to other large companies.,0,0,0,0,0,1,7,Company questions,Transition
2024-05-08 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","I find the only place to relax is the wellness room, it still get really noisy.",0,0,0,0,0,1,0,Engagement,Environment
2024-05-01 00:00:00,"At work, my opinions seem to be valued.","not much point in offering an opinion, things that seem to be ""problems"" are handled the way 'leadership"" thinks they should be, priorities dont seem to be in order or at least not explained",1,0,0,0,1,0,2,Engagement,Freedom of Opinion
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"The decision to not hire for Eden's maternity leave cover but replace Katharina has not proven to be a favorable choice. The laboratory requires additional staff, and the funds allocated for a senior scientist, who would act as a team lead, could have been better utilized by recruiting two junior members instead. These additional recruits are crucial for the continued productivity and successful delivery of the lab's projects. Furthermore, it would have been more beneficial to distribute Katharina's responsibilities among existing team members, such as Fiona and Saeeda, rather than seeking an external replacement. This missed opportunity to promote from within hinders the growth and development of both the current team and the wider organization as a whole.",0,0,1,0,1,0,3,Engagement,Engagement
2024-04-03 00:00:00,I have the opportunity to do challenging things at work.,"not much innovative work going on here, just high throughput production to increase profits",0,0,1,0,0,0,4,Engagement,Accomplishment
2024-04-08 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,The continuation of our goals and where our focus should be has been made clear,1,0,0,0,0,0,9,Engagement,Strategy
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Everyday is different and often challenging, but I am part of a great team and that means a lot",0,0,1,1,0,0,10,Engagement,Engagement
2024-04-04 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,This is definitely a strong point for Abcam and one of the reasons I have stayed with the company.,0,0,0,0,0,1,10,Engagement,Autonomy
2024-05-01 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Not really, but I am enjoying the scientist interview series we have. Those are good stories.",0,0,0,1,0,0,4,Engagement,Meaningful Work
2024-04-04 00:00:00,How likely is it you would recommend Abcam as a place to work?,The parking situation is very frustrating. Are there any updates on the joined campus-wide shuttle bus initiative?,0,0,0,0,0,1,8,Engagement,Engagement
2024-05-03 00:00:00,I feel that I’m growing professionally.,I feel like I'm learning a lot but growing I don't know.,0,0,0,0,1,0,7,Engagement,Growth
2024-04-03 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","When I need a break, I don't want to chat with other people. It's often that I need a break FROM chatting with people. The open office environment isn't always friendly in that regard.",0,0,0,0,0,1,4,Engagement,Environment
2024-04-05 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Our manager recently sat down with each team member to discuss this. I discussed with manager the following topics we can work on as a site and what can make us feel good about working here:
Managers, leaders, and advanced associates should foster a symbiotic learning and teaching environment. Make it like school again where everyone, including managers are learning new topics every day. Treat the EUG site as proofing grounds for radical LEAN concepts in manufacturing to increase productivity and employee engagement through contact and listening activities. This can be done better with status, personal feelings, and position titles set aside. Examples include having more associates presenting their work at meetings, and regular gemba walks which are occurring. 
In the EUG team, we should also uplift and challenge future leaders. Our team comprises of people that have been here 3-7 years. We have people that are growing, particularly women, and management should prioritize lifting these potential leaders. Especially if they at a point where they truly know their worth in the business. By this, I mean they have demonstrated expertise in their current role, have successfully cross-trained in and assisted other teams, and therefore are ready for the next level. And that they have shown that they want to stay in the business to contribute more to its growth, and to support their own lives living in the local area with a substantial pay. 
This all falls in line with what was discussed in the Core Value Drivers article, which was, ""we want associates to stay with the company, which is why we put a lot of effort into engagement and career development programs. Turnover measures the percentage of associates who voluntarily leave.""
Overall, we are headed in the right direction with our manager and more awareness of new leadership throughout the EUG site will help even more.",0,0,1,1,1,1,7,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Abcam is beginning to feel different but that isn't necessarily bad,1,0,0,0,0,0,8,Engagement,Engagement
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,That's what everyone who knows a whole lot more than I do has been saying.,1,0,0,0,0,0,9,Company Questions,Transition
2024-05-01 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",Waltham office is great!,0,0,0,1,0,0,9,Engagement,Environment
2024-05-03 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,Definitely I can freely do work at my own initiative.,0,0,0,0,1,0,10,Engagement,Autonomy
2024-04-03 00:00:00,The demands of my workload are manageable.,We are extremely busy but we are keeping up and getting things done,0,0,0,1,0,0,9,Engagement,Workload
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,There are many benefits to the job and the work environment is nice,0,0,0,0,0,1,9,Engagement,Engagement
